CD_SETOR,SITUACAO,AREA_KM2,CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,CD_SUBDIST,NM_SUBDIST,CD_BAIRRO,NM_BAIRRO,CD_NU,NM_NU,v0001,v0002,v0003,v0004,v0005,v0006,v0007
"3,30391E+14",Urbana,"0,00801",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390615,Itaipava,33039061500,,.,,.,,160,113,113,0,"2,4","0,2059",68
"3,30391E+14",Urbana,"0,0793435",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390615,Itaipava,33039061500,,.,,.,,0,0,0,0,0,0,0
"3,30391E+14",Urbana,"0,433003",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390615,Itaipava,33039061500,,.,,.,,506,269,269,0,"2,7","0,0582",189
"3,30391E+14",Urbana,"0,2379404",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390615,Itaipava,33039061500,,.,,.,,279,136,136,0,"2,6","0,0094",106
"3,30391E+14",Urbana,"0,6113875",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390615,Itaipava,33039061500,,.,,.,,512,200,200,0,"2,9","0,0281",178
"3,30391E+14",Urbana,"4,2965056",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390615,Itaipava,33039061500,,.,,.,,112,121,120,1,"2,2",0,50
"3,30391E+14",Urbana,"0,1132142",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390615,Itaipava,33039061500,,.,,.,,156,85,85,0,"2,5","0,0159",63
"3,30391E+14",Urbana,"1,0007573",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390615,Itaipava,33039061500,,.,,.,,245,196,196,0,"2,6","0,0745",94
"3,30391E+14",Urbana,"0,0080034",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390615,Itaipava,33039061500,,.,,.,,59,1,0,1,0,0,0
"3,30391E+14",Urbana,"1,216113",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390615,Itaipava,33039061500,,.,,.,,0,0,0,0,0,0,0
"3,30391E+14",Urbana,"0,3745596",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390615,Itaipava,33039061500,,.,,.,,327,203,203,0,"2,9","0,1261",111
"3,30391E+14",Urbana,"0,2267108",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,989,365,365,0,3,"0,015",333
"3,30391E+14",Urbana,"3,1141685",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,434,252,252,0,"2,4","0,0549",182
"3,30391E+14",Urbana,"0,0594946",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,433,195,195,0,"2,5","0,0341",176
"3,30391E+14",Urbana,"0,4185679",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,342,181,181,0,"2,9","0,1008",119
"3,30391E+14",Urbana,"1,3611659",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,588,284,284,0,"2,7","0,1689",219
"3,30391E+14",Urbana,"1,4711432",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,154,139,139,0,"2,9","0,0189",53
"3,30391E+14",Urbana,"1,2191509",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,826,417,417,0,"2,7","0,0331",302
"3,30391E+14",Urbana,"1,169316",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,846,414,414,0,"2,5","0,0239",335
"3,30391E+14",Urbana,"0,3792549",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,430,149,149,0,"3,2","0,0735",136
"3,30391E+14",Rural,"9,4721223",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,187,104,104,0,"2,7","0,0571",70
"3,30391E+14",Rural,"28,8929471",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,171,144,144,0,"2,6","0,4",65
"3,30391E+14",Rural,"7,52552",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,137,111,111,0,"2,9",0,48
"3,30391E+14",Urbana,"1,1500788",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,52,52,52,0,"2,7",0,19
"3,30391E+14",Urbana,"0,1318466",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,317,161,161,0,"2,3","0,0507",138
"3,30391E+14",Rural,"26,0464969",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,220,146,146,0,"2,7","0,2195",82
"3,30391E+14",Rural,"31,4805646",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,346,221,221,0,3,"0,2845",116
"3,30391E+14",Urbana,"1,7908155",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,13,6,6,0,"3,3",0,4
"3,30391E+14",Urbana,"1,3838183",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,655,356,356,0,"2,5","0,0266",263
"3,30391E+14",Urbana,"2,1528311",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,49,40,40,0,"2,9","0,0588",17
"3,30391E+14",Urbana,"1,3653373",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,261,256,256,0,"2,8","0,043",93
"3,30391E+14",Urbana,"1,3215232",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,72,41,41,0,"2,5","0,1034",29
"3,30391E+14",Urbana,"0,1808013",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,390,169,169,0,"2,8","0,078",141
"3,30391E+14",Urbana,"0,13689",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,959,402,402,0,"2,7","0,034",353
"3,30391E+14",Urbana,"0,9183287",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,2,1,1,0,2,0,1
"3,30391E+14",Urbana,"1,2616067",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,58,44,44,0,"3,1",0,19
"3,30391E+14",Urbana,"0,3545155",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,403,213,213,0,"2,9",0,137
"3,30391E+14",Urbana,"0,5156286",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,881,423,423,0,"2,7","0,0155",323
"3,30391E+14",Urbana,"0,8386448",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,562,256,256,0,"2,7","0,0333",210
"3,30391E+14",Urbana,"0,0421531",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,909,348,348,0,"2,8","0,04",325
"3,30391E+14",Urbana,"0,0528789",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,409,186,186,0,"2,6","0,038",158
"3,30391E+14",Rural,"10,2447623",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,148,85,85,0,"2,6","0,4464",56
"3,30391E+14",Urbana,"0,273643",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,3303906001,Condomínio Vilarejo das Cachoeiras e Concomínio Ventura,5,137,137,0,"1,7",0,3
"3,30391E+14",Rural,"16,403643",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,92,74,74,0,"3,2","0,2069",29
"3,30391E+14",Rural,"6,003313",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,300,228,227,1,"2,5","0,175",120
"3,30391E+14",Rural,"14,9505494",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,110,112,112,0,"2,3","0,2128",47
"3,30391E+14",Urbana,"0,2550249",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,528,221,221,0,"2,7","0,0408",196
"3,30391E+14",Urbana,"0,0345367",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,539,221,221,0,"2,7","0,0303",198
"3,30391E+14",Rural,"5,9164432",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,81,92,92,0,"2,3","0,0278",36
"3,30391E+14",Urbana,"0,2627831",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,287,169,169,0,"2,7","0,0093",108
"3,30391E+14",Urbana,"0,101692",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,464,210,210,0,"2,6","0,0111",180
"3,30391E+14",Urbana,"0,3017",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,3303906003,Condomínio Anápolis Country Club,29,62,62,0,"2,9",0,10
"3,30391E+14",Urbana,"0,8861947",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,3303906002,Condomínio Fazenda Capim Roxo e Condomínio Sítio Pedra Roxa,20,71,71,0,"2,2","0,1111",9
"3,30391E+14",Rural,"11,4505273",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,153,143,143,0,"2,4","0,1587",63
"3,30391E+14",Rural,"3,9616714",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,155,178,178,0,"2,4","0,1094",64
"3,30391E+14",Rural,"4,1543435",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,306,222,222,0,"2,5","0,0328",122
"3,30391E+14",Rural,"9,8656078",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,2,4,4,0,2,0,1
"3,30391E+14",Rural,"7,0669494",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,268,160,160,0,"2,8","0,0104",96
"3,30391E+14",Urbana,"0,6028503",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,33,23,23,0,"2,5",0,13
"3,30391E+14",Urbana,"0,3014407",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,63,98,98,0,"2,9","0,0909",22
"3,30391E+14",Rural,"16,5915941",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,174,146,146,0,"3,2",0,55
"3,30391E+14",Urbana,"0,8976315",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390620,Pedro do Rio,33039062000,,.,,.,,12,85,85,0,"2,4",0,5
"3,30391E+14",Urbana,"0,9892559",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,1190,524,524,0,"2,7",0,445
"3,30391E+14",Urbana,"0,1315382",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,730,312,312,0,"2,8","0,0232",259
"3,30391E+14",Urbana,"0,3485627",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,1205,438,436,2,3,"0,0206",389
"3,30391E+14",Urbana,"1,8752655",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,1238,522,521,1,"2,9","0,0048",420
"3,30391E+14",Urbana,"1,839178",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,461,243,243,0,"2,5","0,0166",181
"3,30391E+14",Rural,"13,0616448",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,125,119,119,0,"2,5",0,51
"3,30391E+14",Rural,"9,9604022",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,611,316,316,0,"2,5",0,244
"3,30391E+14",Rural,"2,6954943",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,10,6,6,0,"2,5",0,4
"3,30391E+14",Rural,"3,4211654",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,55,55,55,0,"3,2",0,17
"3,30391E+14",Rural,"19,348716",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,439,281,281,0,"3,1","0,0286",140
"3,30391E+14",Rural,"16,0063925",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,349,189,189,0,"2,9","0,0082",122
"3,30391E+14",Rural,"21,1149955",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,447,249,249,0,"2,8","0,0247",162
"3,30391E+14",Urbana,"0,2428983",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,446,193,193,0,"2,7","0,012",167
"3,30391E+14",Urbana,"1,4387846",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,36,41,41,0,"1,3",0,27
"3,30391E+14",Urbana,"1,7211176",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,42,61,61,0,1,0,41
"3,30391E+14",Urbana,"0,2574238",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,597,267,267,0,"2,6","0,0299",234
"3,30391E+14",Urbana,"0,1332378",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,80,109,109,0,"1,1",0,71
"3,30391E+14",Urbana,"0,3523405",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,434,183,183,0,"2,8",0,156
"3,30391E+14",Urbana,"0,096928",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,444,174,174,0,"2,9","0,0588",153
"3,30391E+14",Urbana,"0,9861443",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,543,275,275,0,"2,9","0,0368",190
"3,30391E+14",Urbana,"0,7734311",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,154,83,83,0,"2,6","0,1864",59
"3,30391E+14",Urbana,"0,1912673",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,0,0,0,0,0,0,0
"3,30391E+14",Urbana,"0,1350507",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,83,32,32,0,"2,8",0,30
"3,30391E+14",Urbana,"1,3100872",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,0,0,0,0,0,0,0
"3,30391E+14",Urbana,"0,5136924",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,711,337,337,0,"2,6","0,0147",273
"3,30391E+14",Urbana,"0,7094819",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,478,272,272,0,"2,2","0,0047",213
"3,30391E+14",Urbana,"0,5731362",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,314,172,172,0,"2,4","0,0154",130
"3,30391E+14",Rural,"9,6296801",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,160,137,137,0,"2,7",0,60
"3,30391E+14",Rural,"0,3572917",3,Sudeste,33,Rio de Janeiro,3303906,Petrópolis,330390623,Posse,33039062300,,.,,.,,357,151,151,0,"2,8","0,0079",126
